,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
159,17000000,Escalante Productions,USA,Dick Richards,Action,2793214,Heat,R,13-03-1987,101.0,5.5,Burt Reynolds,1358.0,William Goldman,1986.0
160,0,Kings Road Entertainment,USA,Robert Mandel,Comedy,1254040,Touch and Go,R,22-08-1986,101.0,5.8,Michael Keaton,684.0,Alan Ormsby,1986.0
161,0,Canadian Broadcasting Corporation (CBC),Canada,Charles Jarrott,Biography,275000,The Boy in Blue,R,17-01-1986,100.0,5.4,Nicolas Cage,907.0,Douglas Bowie,1986.0
162,0,Universal Pictures,USA,Alan Alda,Comedy,14205021,Sweet Liberty,PG,16-05-1986,106.0,5.7,Alan Alda,2300.0,Alan Alda,1986.0
163,0,Marquis,USA,William Fruet,Comedy,681337,Killer Party,R,09-05-1986,91.0,4.7,Martin Hewitt,1265.0,Barney Cohen,1986.0
164,0,Rondo Productions,USA,Bill Sherwood,Drama,537681,Parting Glances,Not specified,19-02-1986,90.0,7.8,John Bolger,2330.0,Bill Sherwood,1986.0
165,0,Nelvana,Canada,Dale Schott,Animation,8540346,Care Bears Movie II: A New Generation,G,21-03-1986,76.0,5.3,Maxine Miller,1760.0,Peter Sauder,1986.0
166,14000000,Columbia Pictures Corporation,USA,Richard Pryor,Biography,18034150,"Jo Jo Dancer, Your Life Is Calling",R,02-05-1986,97.0,6.3,Richard Pryor,1288.0,Rocco Urbisci,1986.0
167,0,Balcor Film Investors,USA,Andrew Lane,Action,1943751,Jake Speed,PG,30-05-1986,100.0,5.3,Wayne Crawford,632.0,Wayne Crawford,1986.0
168,3401376,Cinema Group Ventures,USA,Renny Harlin,Action,3388020,Born American,R,29-08-1986,97.0,4.3,Mike Norris,1509.0,Renny Harlin,1986.0
169,10000000,Paramount Pictures,USA,Michelle Manning,Action,6947787,Blue City,R,02-05-1986,83.0,4.4,Judd Nelson,792.0,Ross Macdonald,1986.0
170,0,Cascade Films,Australia,Nadia Tass,Comedy,544472,Malcolm,PG-13,05-11-1986,90.0,7.2,Colin Friels,1623.0,David Parker,1986.0
171,0,Miramax,USA,Bob Weinstein,Comedy,2669366,Playing for Keeps,PG-13,03-10-1986,102.0,4.1,Daniel Jordano,515.0,Bob Weinstein,1986.0
172,0,Golan-Globus Productions,USA,Andrey Konchalovskiy,Drama,8736,Duet for One,R,1987-02,107.0,7.0,Julie Andrews,699.0,Tom Kempinski,1986.0
173,0,Island Pictures,USA,Evelyn Purcell,Comedy,563358,Nobody's Fool,PG-13,07-11-1986,107.0,5.5,Rosanna Arquette,652.0,Beth Henley,1986.0
174,0,Paramount Pictures,USA,John Byrum,Comedy,444746,The Whoopee Boys,R,22-08-1986,88.0,6.2,Michael O'Keefe,639.0,Steve Zacharias,1986.0
175,0,Blake Edwards,USA,Blake Edwards,Comedy,4079895,That's Life!,PG-13,10-10-1986,102.0,6.1,Jack Lemmon,1032.0,Milton Wexler,1986.0
176,0,Hemdale,USA,Hal Needham,Comedy,14926,Body Slam,PG,21-05-1987,89.0,5.3,Dirk Benedict,795.0,Shel Lytton,1986.0
177,0,"Rank Organisation, The",UK,David Drury,Thriller,750000,Defense of the Realm,PG,21-11-1986,96.0,6.6,Gabriel Byrne,1625.0,Martin Stellman,1986.0
178,0,Cinequanon,Argentina,Eliseo Subiela,Drama,725000,Man Facing Southeast,R,13-03-1987,105.0,7.8,Lorenzo Quinteros,2991.0,Eliseo Subiela,1986.0
179,0,Corporation Image M & M,Canada,Denys Arcand,Comedy,1902706,The Decline of the American Empire,R,14-11-1986,101.0,7.3,Dominique Michel,6622.0,Denys Arcand,1986.0
180,0,Rastar Films,USA,Jack Fisk,Drama,4743287,Violets Are Blue...,PG-13,25-04-1986,88.0,5.7,Sissy Spacek,553.0,Naomi Foner,1986.0
181,0,Portreeve,UK,Simon Langton,Thriller,1500000,The Whistle Blower,PG,10-07-1987,100.0,6.2,Michael Caine,1672.0,Julian Bond,1986.0
182,2000000,American Playhouse,USA,Jerrold Freedman,Drama,1301121,Native Son,PG,12-12-1986,111.0,5.9,Victor Love,448.0,Richard Wesley,1986.0
183,0,Carson Productions,USA,Eugene Corr,Drama,416393,Desert Bloom,PG,18-04-1986,105.0,6.6,Jon Voight,821.0,Linda Remy,1986.0
184,0,Alternate Current,USA,Lizzie Borden,Drama,1777378,Working Girls,UNRATED,20-03-1987,93.0,6.5,Louise Smith,604.0,Lizzie Borden,1986.0
185,0,Ciné Valse,France,Bertrand Blier,Comedy,925952,Ménage,Not specified,01-10-1986,84.0,7.0,Gérard Depardieu,2022.0,Bertrand Blier,1986.0
186,0,Caméras Continentales,Denmark,Henning Carlsen,Biography,583800,Oviri,R,05-09-1986,100.0,6.2,Donald Sutherland,275.0,Henning Carlsen,1986.0
187,0,Film Corporation of Kenya,UK,Raju Patel,Action,181410,In the Shadow of Kilimanjaro,R,09-05-1986,100.0,5.1,John Rhys-Davies,310.0,T. Michael Harry,1986.0
188,0,Cineplex-Odeon Films,Australia,Tim Burstall,Drama,432266,Kangaroo,R,13-03-1987,108.0,6.7,Colin Friels,156.0,Evan Jones,1986.0
189,0,Cannon Group,USA,Albert Pyun,Action,2390525,Dangerously Close,R,09-05-1986,95.0,6.6,John Stockwell,935.0,Scott Fields,1986.0
190,0,Hyperion Pictures,USA,Carroll Ballard,Family,781727,Nutcracker,G,26-11-1986,100.0,7.2,Hugh Bigney,578.0,Kent Stowell,1986.0
191,0,Produzioni Europee Associate (PEA),Italy,Federico Fellini,Comedy,837623,Ginger and Fred,PG-13,28-03-1986,125.0,7.3,Marcello Mastroianni,3859.0,Federico Fellini,1986.0
192,0,Metro-Goldwyn-Mayer (MGM),USA,Alan J. Pakula,Crime,502237,Dream Lover,R,02-04-1986,104.0,5.1,Kristy McNichol,405.0,Jon Boorstin,1986.0
193,0,MTM Enterprises,USA,Allan Burns,Drama,6408791,Just Between Friends,PG-13,21-03-1986,110.0,5.9,Mary Tyler Moore,629.0,Allan Burns,1986.0
194,0,Lynn-Davis Productions,USA,Gary Hudson,Action,145975,Thunder Run,PG-13,30-05-1986,90.0,5.1,Forrest Tucker,218.0,Charles Davis,1986.0
195,0,Longshot,USA,Paul Bartel,Comedy,1096843,The Longshot,PG-13,17-01-1986,89.0,5.4,Tim Conway,457.0,Tim Conway,1986.0
196,0,Silver Screen Partners II,USA,Michael Dinner,Comedy,4842778,Off Beat,PG,11-04-1986,92.0,5.0,Judge Reinhold,748.0,Dezsö Magyar,1986.0
197,0,Roundhouse,USA,Joe Roth,Drama,2520664,Streets of Gold,R,14-11-1986,95.0,6.0,Klaus Maria Brandauer,505.0,Dezsö Magyar,1986.0
198,0,Convy-Fimberg Productions,USA,Bert Convy,Action,351623,Weekend Warriors,R,1986-10,100.0,4.4,Chris Lemmon,237.0,Bruce Belland,1986.0
199,18000000,J&M; Entertainment,UK,Zoran Perisic,Action,2295500,Sky Bandits,PG,31-10-1986,100.0,4.6,Scott McGinnis,183.0,Thom Keyes,1986.0
200,1500000,Cinetel Films,USA,Fred Olen Ray,Action,1368912,Armed Response,R,03-10-1986,86.0,4.9,David Carradine,489.0,T.L. Lankford,1986.0
201,0,Cannon City Produktie Maatschappij B.V.,Netherlands,Franco Zeffirelli,Drama,189042,Otello,PG,12-09-1986,100.0,7.2,Plácido Domingo,424.0,Arrigo Boito,1986.0
202,0,Alliance Communications Corporation,USA,Rob Nilsson,Drama,440438,On the Edge,PG-13,02-05-1986,95.0,7.1,Bruce Dern,171.0,Roy Kissin,1986.0
203,0,Action Communications,USA,Frank Harris,Action,63860,Low Blow,R,1986-04,100.0,3.5,Leo Fong,256.0,Leo Fong,1986.0
204,0,Cote Blanche Productions,USA,Glen Pitre,Drama,1444618,Belizaire the Cajun,PG,13-06-1986,103.0,6.4,Armand Assante,391.0,Glen Pitre,1986.0
205,0,Les Films 13,France,Claude Lelouch,Drama,227510,A Man and a Woman: 20 Years Later,PG,15-08-1986,112.0,5.8,Anouk Aimée,496.0,Claude Lelouch,1986.0
206,0,New Line Cinema,USA,Clay Borris,Action,1900000,Quiet Cool,R,07-11-1986,100.0,5.7,James Remar,542.0,Clay Borris,1986.0
207,0,Not specified,USA,Gideon Amir,Action,2497233,Behind Enemy Lines,R,04-04-1986,90.0,4.9,David Carradine,368.0,Malcolm Barbour,1986.0
208,0,Not specified,USA,Francis Schaeffer,Action,193153,Wired to Kill,R,14-11-1986,86.0,4.2,Emily Longstreth,163.0,Francis Schaeffer,1986.0
209,0,Fringe Dwellers Productions,Australia,Bruce Beresford,Drama,149440,The Fringe Dwellers,PG,1986-10,98.0,6.7,Kristina Nehm,305.0,Bruce Beresford,1986.0
210,0,T. Films,France,André Téchiné,Crime,164187,Scene of the Crime,Not specified,1987-05,90.0,6.9,Nicolas Giraudi,565.0,André Téchiné,1986.0
211,0,Hanna-Barbera Productions,USA,Don Lusk,Animation,1338264,GoBots: Battle of the Rock Lords,G,21-03-1986,75.0,5.8,Margot Kidder,397.0,Jeff Segal,1986.0
212,0,Channel Four Films,UK,Charles Gormley,Comedy,267249,The Gospel According to Vic,PG,13-03-1987,92.0,6.1,Tom Conti,227.0,Charles Gormley,1986.0
213,0,Grace,USA,Dominic Orlando,Action,601451,Knights of the City,R,14-02-1986,87.0,4.8,Leon Isaac Kennedy,103.0,Leon Isaac Kennedy,1986.0
214,0,Embassy Pictures,USA,Robert M. Young,Comedy,18209,Saving Grace,PG,13-11-1986,112.0,7.0,Tom Conti,467.0,Celia Gittelson,1986.0
215,0,Hunter/MFG Production,USA,Gary Grillo,Action,492367,Jackals,R,19-09-1986,97.0,5.3,Jack Lucarelli,139.0,Dennis A. Pratt,1986.0
216,0,Cannon Films,USA,Filippo Ottoni,Comedy,22123,Detective School Dropouts,PG,08-08-1986,92.0,5.8,David Landsberg,220.0,Lorin Dreyfuss,1986.0
217,0,CBS Entertainment Production,USA,Christopher Cain,Adventure,676166,Where the River Runs Black,PG,19-09-1986,100.0,6.6,Charles Durning,351.0,Neal Jimenez,1986.0
218,0,DIC Entertainment,Canada,Bruno Bianchi,Family,2193642,Heathcliff: The Movie,G,17-01-1986,73.0,5.3,Mel Blanc,187.0,George Gately,1986.0
219,0,AAR Films,USA,Dennis Klein,Comedy,32279,One More Saturday Night,R,22-08-1986,95.0,5.7,Tom Davis,211.0,Tom Davis,1986.0
220,16000000,Act III Communications,USA,Rob Reiner,Adventure,30857814,The Princess Bride,PG,09-10-1987,98.0,8.1,Cary Elwes,320953.0,William Goldman,1987.0
221,1000000,Cinemarque Entertainment BV,UK,Clive Barker,Horror,14564027,Hellraiser,R,18-09-1987,94.0,7.0,Andrew Robinson,83209.0,Clive Barker,1987.0
222,30000000,Natant,UK,Stanley Kubrick,Drama,46357676,Full Metal Jacket,R,10-07-1987,116.0,8.3,Matthew Modine,537826.0,Gustav Hasford,1987.0
223,6000000,Great American Films Limited Partnership,USA,Emile Ardolino,Drama,63952836,Dirty Dancing,PG-13,21-08-1987,100.0,6.9,Patrick Swayze,155978.0,Eleanor Bergstein,1987.0
224,0,Warner Bros.,USA,Joel Schumacher,Comedy,32222567,The Lost Boys,R,31-07-1987,97.0,7.3,Jason Patric,100376.0,Jan Fischer,1987.0
225,15000000,Amercent Films,USA,John McTiernan,Action,59735548,Predator,R,12-06-1987,107.0,7.8,Arnold Schwarzenegger,313213.0,Jim Thomas,1987.0
226,27000000,Braveworld Productions,USA,Paul Michael Glaser,Action,38122105,The Running Man,R,13-11-1987,101.0,6.6,Arnold Schwarzenegger,120345.0,Stephen King,1987.0
227,22700000,Brooksfilms,USA,Mel Brooks,Adventure,38119483,Spaceballs,PG,24-06-1987,96.0,7.1,Mel Brooks,146748.0,Mel Brooks,1987.0
228,13000000,Orion Pictures,USA,Paul Verhoeven,Action,53424681,RoboCop,R,17-07-1987,102.0,7.5,Peter Weller,196245.0,Edward Neumeier,1987.0
229,15000000,Warner Bros.,USA,Richard Donner,Action,65207127,Lethal Weapon,R,06-03-1987,110.0,7.6,Mel Gibson,204328.0,Shane Black,1987.0
230,25000000,Paramount Pictures,USA,Brian De Palma,Crime,76270454,The Untouchables,R,03-06-1987,119.0,7.9,Kevin Costner,234254.0,Oscar Fraley,1987.0
231,3600000,De Laurentiis Entertainment Group (DEG),USA,Sam Raimi,Comedy,5923044,Evil Dead II,R,13-03-1987,84.0,7.8,Bruce Campbell,123325.0,Sam Raimi,1987.0
232,22000000,Golan-Globus Productions,USA,Gary Goddard,Action,17336370,Masters of the Universe,PG,07-08-1987,106.0,5.4,Dolph Lundgren,30370.0,David Odell,1987.0
233,12000000,Home Box Office (HBO),USA,Fred Dekker,Action,3769990,The Monster Squad,PG-13,14-08-1987,82.0,7.2,Andre Gower,21420.0,Shane Black,1987.0
234,14000000,Paramount Pictures,USA,Adrian Lyne,Drama,156645693,Fatal Attraction,R,18-09-1987,119.0,6.9,Michael Douglas,60383.0,James Dearden,1987.0
235,30000000,Eon Productions,UK,John Glen,Action,51185897,The Living Daylights,PG,31-07-1987,130.0,6.7,Timothy Dalton,74272.0,Richard Maibaum,1987.0
236,15000000,Twentieth Century Fox Film Corporation,USA,Oliver Stone,Crime,43848100,Wall Street,R,11-12-1987,126.0,7.4,Charlie Sheen,126195.0,Stanley Weiser,1987.0
237,35000000,Amblin Entertainment,USA,Steven Spielberg,Drama,22238696,Empire of the Sun,PG,25-12-1987,153.0,7.8,Christian Bale,96566.0,Tom Stoppard,1987.0
238,0,Apollo Pictures,USA,Steve Rash,Comedy,31623833,Can't Buy Me Love,PG-13,14-08-1987,94.0,6.7,Patrick Dempsey,26348.0,Michael Swerdlick,1987.0
239,22000000,Warner Bros.,USA,George Miller,Comedy,63766510,The Witches of Eastwick,R,12-06-1987,118.0,6.5,Jack Nicholson,51642.0,John Updike,1987.0
240,0,Paramount Pictures,USA,Carl Reiner,Comedy,35658098,Summer School,PG-13,22-07-1987,97.0,6.5,Mark Harmon,14038.0,Stuart Birnbaum,1987.0
241,4500000,New Line Cinema,USA,Chuck Russell,Action,44793222,A Nightmare on Elm Street 3: Dream Warriors,R,27-02-1987,96.0,6.6,Heather Langenkamp,55414.0,Wes Craven,1987.0
242,0,Touchstone Pictures,USA,Chris Columbus,Action,34368475,Adventures in Babysitting,PG-13,03-07-1987,102.0,6.9,Elisabeth Shue,30850.0,David Simkins,1987.0
243,0,RKO Pictures,USA,John Irvin,Action,13839404,Hamburger Hill,R,28-08-1987,110.0,6.7,Anthony Barrile,20159.0,James Carabatsos,1987.0
244,23000000,Universal Pictures,USA,Joseph Sargent,Adventure,20763013,Jaws: The Revenge,PG-13,17-07-1987,89.0,2.9,Lorraine Gary,33419.0,Peter Benchley,1987.0
245,25000000,Cannon Group,USA,Menahem Golan,Action,16057580,Over the Top,PG,13-02-1987,93.0,5.7,Sylvester Stallone,40916.0,Gary Conway,1987.0
246,30000000,Paramount Pictures,USA,John Hughes,Comedy,49530280,"Planes, Trains & Automobiles",R,25-11-1987,93.0,7.6,Steve Martin,98897.0,John Hughes,1987.0
247,6000000,Circle Films,USA,Joel Coen,Comedy,22847564,Raising Arizona,PG-13,17-04-1987,94.0,7.4,Nicolas Cage,107669.0,Ethan Coen,1987.0
248,17000000,Carolco International N.V.,UK,Alan Parker,Horror,17185632,Angel Heart,R,06-03-1987,113.0,7.3,Mickey Rourke,67453.0,William Hjortsberg,1987.0
249,0,Hughes Entertainment,USA,Howard Deutch,Drama,18553948,Some Kind of Wonderful,PG-13,27-02-1987,95.0,7.1,Eric Stoltz,21931.0,John Hughes,1987.0
250,6000000,Gladden Entertainment,USA,Michael Gottlieb,Comedy,42721196,Mannequin,PG,13-02-1987,90.0,5.8,Andrew McCarthy,24626.0,Edward Rugoff,1987.0
251,0,Hawn / Sylbert Movie Company,USA,Garry Marshall,Comedy,26713187,Overboard,PG,16-12-1987,106.0,6.8,Goldie Hawn,40429.0,Leslie Dixon,1987.0
252,27000000,Warner Bros.,USA,Joe Dante,Action,25893810,Innerspace,PG,01-07-1987,120.0,6.8,Dennis Quaid,45172.0,Chip Proser,1987.0
253,15000000,Metro-Goldwyn-Mayer (MGM),USA,Norman Jewison,Comedy,80640528,Moonstruck,PG,15-01-1988,102.0,7.1,Cher,38600.0,John Patrick Shanley,1987.0
254,28000000,Paramount Pictures,USA,Tony Scott,Action,153665000,Beverly Hills Cop II,R,20-05-1987,100.0,6.5,Eddie Murphy,90969.0,Danilo Bach,1987.0
255,0,Amblin Entertainment,USA,William Dear,Comedy,29760613,Harry and the Hendersons,PG,05-06-1987,110.0,5.9,John Lithgow,26157.0,William Dear,1987.0
256,23000000,Recorded Picture Company (RPC),UK,Bernardo Bertolucci,Biography,43984230,The Last Emperor,PG-13,15-04-1988,163.0,7.8,John Lone,76408.0,Mark Peploe,1987.0
257,13000000,Touchstone Pictures,USA,Barry Levinson,Biography,123922370,"Good Morning, Vietnam",R,15-01-1988,121.0,7.3,Robin Williams,106924.0,Mitch Markowitz,1987.0
258,2600000,Merchant Ivory Productions,UK,James Ivory,Drama,3130592,Maurice,R,18-09-1987,140.0,7.7,James Wilby,11837.0,E.M. Forster,1987.0
259,11000000,Interscope Communications,USA,Leonard Nimoy,Comedy,167780960,3 Men and a Baby,PG,25-11-1987,102.0,5.9,Tom Selleck,39544.0,Coline Serreau,1987.0
260,3000000,Alive Films,USA,John Carpenter,Horror,14182492,Prince of Darkness,R,23-10-1987,102.0,6.7,Donald Pleasence,28064.0,John Carpenter,1987.0
261,6500000,Columbia Pictures Corporation,USA,Luis Valdez,Biography,54215416,La Bamba,PG-13,24-07-1987,108.0,6.8,Lou Diamond Phillips,22839.0,Luis Valdez,1987.0
262,5000000,F/M,USA,Kathryn Bigelow,Action,3369307,Near Dark,R,1988,94.0,7.0,Adrian Pasdar,27485.0,Kathryn Bigelow,1987.0
263,0,Road Movies Filmproduktion,West Germany,Wim Wenders,Drama,3210139,Wings of Desire,PG-13,06-05-1988,128.0,8.1,Bruno Ganz,51522.0,Wim Wenders,1987.0
264,0,Twentieth Century Fox Film Corporation,USA,Marek Kanievska,Crime,12396383,Less Than Zero,R,06-11-1987,98.0,6.4,Andrew McCarthy,15500.0,Bret Easton Ellis,1987.0
265,15000000,Orion Pictures,USA,Roger Donaldson,Action,35509515,No Way Out,R,14-08-1987,114.0,7.1,Kevin Costner,28684.0,Kenneth Fearing,1987.0
266,0,Universal Pictures,USA,Matthew Robbins,Comedy,32945797,*batteries not included,PG,18-12-1987,106.0,6.6,Hume Cronyn,25330.0,Mick Garris,1987.0
267,0,United Artists,USA,Charles Shyer,Comedy,26712476,Baby Boom,PG,30-10-1987,110.0,6.1,Diane Keaton,11414.0,Nancy Meyers,1987.0
268,0,Cineplex-Odeon Films,UK,Bruce Robinson,Comedy,1544889,Withnail & I,R,19-06-1987,107.0,7.8,Richard E. Grant,33285.0,Bruce Robinson,1987.0
269,0,Fries Entertainment,USA,Jeffrey Bloom,Drama,15151736,Flowers in the Attic,PG-13,20-11-1987,93.0,5.7,Louise Fletcher,7993.0,Virginia C. Andrews,1987.0
270,20000000,Amercent Films,USA,James L. Brooks,Comedy,51249404,Broadcast News,R,25-12-1987,133.0,7.2,William Hurt,22802.0,James L. Brooks,1987.0
271,2500000,New Century Entertainment Corporation,Canada,Tibor Takács,Fantasy,13539458,Túnel al infierno,PG-13,15-05-1987,85.0,6.0,Stephen Dorff,11435.0,Michael Nankin,1987.0
272,17000000,Cannon Films,UK,Sidney J. Furie,Action,15681020,Superman IV: The Quest for Peace,PG,24-07-1987,90.0,3.6,Christopher Reeve,35866.0,Joe Shuster,1987.0
273,3500000,Laurel Entertainment Inc.,USA,Michael Gornick,Comedy,14000000,Creepshow 2,R,01-05-1987,92.0,6.0,George Kennedy,17500.0,Stephen King,1987.0
274,3000000,Atlantic Entertainment Group,USA,Christopher Leitch,Comedy,7888703,Teen Wolf Too,PG,20-11-1987,95.0,3.2,Jason Bateman,8905.0,Jeph Loeb,1987.0
275,12000000,Columbia Pictures Industries,USA,Fred Schepisi,Comedy,40050884,Roxanne,PG,19-06-1987,107.0,6.6,Steve Martin,34794.0,Edmond Rostand,1987.0
276,12000000,Rastar Pictures,USA,Herbert Ross,Comedy,66995879,The Secret of My Succe$s,PG-13,10-04-1987,111.0,6.5,Michael J. Fox,24685.0,Jim Cash,1987.0
277,20000000,Applied Action,USA,Tom Mankiewicz,Comedy,57387516,Dragnet,PG-13,26-06-1987,106.0,5.9,Dan Aykroyd,27387.0,Dan Aykroyd,1987.0
278,0,British Screen Productions,UK,Alan Clarke,Comedy,124167,"Rita, Sue and Bob Too",R,29-05-1987,93.0,6.4,Siobhan Finneran,2747.0,Andrea Dunbar,1987.0
279,18000000,TriStar Pictures,USA,Blake Edwards,Comedy,39321715,Blind Date,PG-13,27-03-1987,95.0,5.9,Kim Basinger,17903.0,Dale Launer,1987.0
280,0,New World Pictures,USA,Ethan Wiley,Comedy,7800000,House II: The Second Story,PG-13,28-08-1987,88.0,5.4,Arye Gross,8302.0,Fred Dekker,1987.0
281,0,Warner Bros.,USA,Jim Drake,Comedy,28061343,Police Academy 4: Citizens on Patrol,PG,03-04-1987,88.0,4.8,Steve Guttenberg,33955.0,Neal Israel,1987.0
282,1000000,Atlantic Entertainment Group,USA,Rod Amateau,Adventure,1576615,The Garbage Pail Kids Movie,PG,22-08-1987,100.0,2.7,Anthony Newley,6348.0,Linda Palmer,1987.0
283,14000000,Orion Pictures,USA,Danny DeVito,Comedy,57915972,Throw Momma from the Train,PG-13,11-12-1987,88.0,6.2,Danny DeVito,28550.0,Stu Silver,1987.0
284,0,Incorporated Television Company (ITC),UK,Joseph Ruben,Horror,2488740,The Stepfather,R,05-06-1987,89.0,6.8,Terry O'Quinn,9959.0,Carolyn Lefcourt,1987.0
285,0,Heron Communications,USA,Jack Sholder,Action,9747988,The Hidden,R,30-10-1987,96.0,7.0,Kyle MacLachlan,13878.0,Jim Kouf,1987.0
286,0,Universal Pictures,USA,Joe Dante,Comedy,548696,Amazon Women on the Moon,R,18-09-1987,85.0,6.2,Rosanna Arquette,8755.0,Michael Barrie,1987.0
287,3000000,Golan-Globus Productions,USA,Barbet Schroeder,Comedy,3221568,Barfly,R,16-10-1987,100.0,7.3,Mickey Rourke,15647.0,Charles Bukowski,1987.0
288,6000000,Universal Pictures,USA,Phil Joanou,Comedy,3685862,Three O'Clock High,PG-13,09-10-1987,97.0,7.2,Casey Siemaszko,8970.0,Richard Christian Matheson,1987.0
289,0,Panorama Film A/S,Denmark,Gabriel Axel,Comedy,4398938,Babette's Feast,G,04-03-1988,102.0,7.8,Stéphane Audran,14838.0,Karen Blixen,1987.0
290,0,Orion Pictures,USA,John Schlesinger,Crime,18753438,The Believers,R,10-06-1987,114.0,6.1,Martin Sheen,4900.0,Mark Frost,1987.0
291,15000000,Amercent Films,USA,James Toback,Comedy,13290368,The Pick-up Artist,PG-13,18-09-1987,81.0,5.2,Molly Ringwald,5348.0,James Toback,1987.0
292,16000000,Orion Pictures,USA,Woody Allen,Comedy,14792779,Radio Days,PG,30-01-1987,88.0,7.6,Mia Farrow,26467.0,Woody Allen,1987.0
293,0,Lightyear Entertainment,UK,Robert Altman,Comedy,1028679,Aria,R,30-10-1987,90.0,5.8,John Hurt,2243.0,Robert Altman,1987.0
294,3000000,Emshell Producers,USA,John R. Cherry III,Comedy,23509382,Ernest Goes to Camp,PG,22-05-1987,92.0,5.5,Jim Varney,9526.0,John R. Cherry III,1987.0
295,0,Nouvelles Éditions de Films (NEF),France,Louis Malle,Drama,4542825,Au Revoir les Enfants,PG,12-02-1988,104.0,8.0,Gaspard Manesse,25969.0,Louis Malle,1987.0
296,17000000,Columbia Pictures Corporation,USA,Ridley Scott,Crime,10278549,Someone to Watch Over Me,R,09-10-1987,106.0,6.1,Tom Berenger,7854.0,Howard Franklin,1987.0
297,0,"Guber-Peters Company, The",USA,James Foley,Comedy,7305209,Who's That Girl,PG,07-08-1987,92.0,4.7,Madonna,8125.0,Andrew Smith,1987.0
298,29000000,Universal Pictures,UK,Richard Attenborough,Biography,5899797,Cry Freedom,PG,06-11-1987,157.0,7.5,Denzel Washington,10692.0,John Briley,1987.0
299,6000000,Fourth Protocol,UK,John Mackenzie,Thriller,12423831,The Fourth Protocol,R,28-08-1987,119.0,6.5,Michael Caine,7532.0,George Axelrod,1987.0
300,27000000,Home Box Office (HBO),USA,Hector Babenco,Drama,7393346,Ironweed,R,12-02-1988,143.0,6.8,Jack Nicholson,6874.0,William Kennedy,1987.0
301,0,Amercent Films,USA,Bob Rafelson,Crime,25205460,Black Widow,R,06-02-1987,102.0,6.3,Debra Winger,7132.0,Ronald Bass,1987.0
302,0,Touchstone Pictures,USA,John Badham,Action,65673233,Stakeout,R,05-08-1987,117.0,6.6,Richard Dreyfuss,20039.0,Jim Kouf,1987.0
303,0,Imagine Films Entertainment,USA,Rod Daniel,Comedy,34377585,Like Father Like Son,PG-13,02-10-1987,96.0,5.1,Dudley Moore,4817.0,Lorne Cameron,1987.0
304,0,Pelemele Film,West Germany,Percy Adlon,Comedy,3587303,Bagdad Cafe,PG,22-04-1988,95.0,7.5,Marianne Sägebrecht,10255.0,Eleonore Adlon,1987.0
305,0,Cannon Group,USA,Andrey Konchalovskiy,Drama,769119,Shy People,R,11-03-1988,100.0,6.9,Jill Clayburgh,940.0,Andrey Konchalovskiy,1987.0
